unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary
Taneja-Ganesan,TN/MSME/EY/838604,UDYAM-TN-14-23-0526196,Handloom,Small,General Products,Kancheepuram,Kancheepuram Taluk,"97, Solanki Chowk, Rourkela-710878",Wahab Gole,09973457539,2014-05-18,2014-09-19,33EQQAM1609D2ZB,EQQAM1609D,,False,41659584,90087119,37,36601200.0,0,10107651,City Union Bank,324350,11,dormant,False,0.1103755906903022,0.8785781442272683,INMAA4,6204
Bakshi and Sons,TN/MSME/wZ/618699,UDYAM-TN-19-21-0723770,Food Processing,Medium,Spices,Salem,Salem Taluk,"34, Dixit Circle, Ujjain 645012",Mason Bansal,+912507634816,2013-08-01,2014-01-04,33IEXAK5686Z4Z4,IEXAK5686Z,90116319061,True,178411733,306815573,114,213650903.0,40497474,35924603,Punjab National Bank,371006,12,dormant,False,0.1082496567891436,1.1975159896014238,INMAA4,2709
Thaker Vora and Mody,TN/MSME/xY/818545,UDYAM-TN-34-21-0668934,Engineering,Medium,Castings,Tiruchirappalli,Tiruchirappalli Taluk,"52, Butala Nagar, Kulti 382660",Anirudh Dhar,00285181617,2013-01-18,2013-05-08,33BYCFO6728I4ZI,BYCFO6728I,48141880654,True,89319385,102743815,240,175698040.0,30349624,17409582,Federal Bank,320345,13,active,False,0.10217879798721453,1.967076239945002,INMAA4,8471
Banik-Srinivasan,TN/MSME/Bb/446321,UDYAM-TN-26-23-0195362,Service,Small,General Products,Chennai,Perambur,"H.No. 34, Mody Circle, Miryalaguda 608073",Widisha Arya,02887560958,2013-12-07,2014-04-02,33QTHAJ6905R1ZL,QTHAJ6905R,,False,34423662,82785916,22,97584421.0,0,28166710,State Bank of India,723631,12,dormant,False,0.1315114751876885,2.834806506059698,INNSA1,6204
Din Naidu and Arora,TN/MSME/qt/986324,UDYAM-TN-12-23-0867162,Textile,Micro,Readymade Garments,Dindigul,Dindigul Taluk,"H.No. 988, Nadig Zila, Kurnool-080777",Ekani Vyas,5858900351,2016-11-21,2017-01-11,33XDNAI1114I2ZA,XDNAI1114I,,False,2378767,3904876,5,4565931.0,0,449187,Bank of Baroda,557251,9,active,False,0.014307765869179211,1.9194528089552276,INMAA4,8471
Rajagopalan Inc,TN/MSME/Rz/196671,UDYAM-TN-20-20-0669738,Export Oriented Unit,Micro,Garments,Kancheepuram,Kancheepuram Taluk,"88, Kurian Circle, Jamshedpur 254814",Harita Prashad,+912185962530,2020-02-18,2020-03-28,33TYHAX5232V1Z3,TYHAX5232V,58337166363,True,1087847,2090774,5,978292.0,821888,64311,City Union Bank,859341,6,active,False,0.02297783470337688,0.8992919041004848,INMAA4,0803
Kant PLC,TN/MSME/bE/066404,UDYAM-TN-10-21-0344057,Engineering,Small,Forgings,Perambalur,Perambalur Taluk,"11, Keer Marg, Uluberia-703743",Anirudh Dhillon,0528658644,2012-11-15,2013-01-22,33TRPCZ0470S1ZD,TRPCZ0470S,,False,47066623,107393279,43,47320403.0,0,6272421,ICICI Bank,466481,13,active,False,0.10753769492709749,1.0053919313480384,INMAA4,5201
More and Sons,TN/MSME/Ga/705605,UDYAM-TN-05-23-0033277,Manufacturing,Micro,Metal Fabrication,Madurai,Thirumangalam,"78/310, Chauhan Zila, Bokaro-389682",Xalak Varty,7992174117,2014-12-07,2015-01-02,33OORAJ7387S1ZC,OORAJ7387S,,False,1842416,2635826,2,3413828.0,0,184327,State Bank of India,475974,11,active,False,0.09622875002585345,1.8529083551163255,INMAA4,0803
Sahota Inc,TN/MSME/sl/335878,UDYAM-TN-35-23-0557773,Engineering,Small,Forgings,Virudhunagar,Virudhunagar Taluk,"85, Yohannan Marg, Firozabad 709409",Urvashi Kamdar,01591403180,2022-05-26,2022-09-01,33CZWAE6315Q2ZO,CZWAE6315Q,,False,27833351,43668153,12,82003362.0,0,5649967,HDFC Bank,164513,3,active,False,0.02326820598056509,2.9462267047902353,INMAA4,8517
Bava Bhardwaj and Butala,TN/MSME/ia/805341,UDYAM-TN-37-22-0605527,Handloom,Small,General Products,Tiruchirappalli,Tiruchirappalli Taluk,"161, Sekhon Marg, Hosur-244866",Kashish Suresh,02305176821,2017-08-03,2017-12-20,33FCACT6820O2Z8,FCACT6820O,62534974590,True,3549971,5156853,14,3018678.0,1201569,129737,Bank of Baroda,639109,8,active,False,0.03315641106690488,0.8503387774153648,INMAA4,2709
Rege Dave and Batta,TN/MSME/PW/143057,UDYAM-TN-10-23-0959176,Food Processing,Small,Bakery Products,Thoothukudi,Thoothukudi Taluk,"H.No. 65, Brar Chowk, Orai-438930",Mohammed Comar,+915361708598,2022-09-25,2022-10-06,33OBIAU6734E4ZY,OBIAU6734E,19447923579,True,14252989,34943757,45,23999140.0,8514949,4012320,Punjab National Bank,823888,3,active,False,0.03642877741343786,1.6837969916345266,INTUT1,8517
Halder-Narayan,TN/MSME/Rk/441258,UDYAM-TN-08-23-0958862,Chemical,Micro,Cleaning Agents,Thanjavur,Thanjavur Taluk,"79, Deol Ganj, Serampore 813398",Bhavika Dugal,+918397037072,2016-03-03,2016-05-04,33GRPPC1775P2ZV,GRPPC1775P,,False,898937,1226050,1,925473.0,0,167807,Bank of Baroda,825126,10,active,False,0.13726896893903345,1.0295193100295126,INMAA4,3004
Dubey Joshi and Deo,TN/MSME/tc/030325,UDYAM-TN-10-20-0273442,Engineering,Micro,Forgings,Thanjavur,Thanjavur Taluk,"45/873, Patel Ganj, Bhusawal-548281",Watika Oommen,9151163068,2017-11-26,2017-12-20,33GNMFD8773G4ZU,GNMFD8773G,,False,1606843,2940470,10,4274543.0,0,748940,City Union Bank,131611,8,active,False,0.044278843126160726,2.6602119808842555,INMAA4,8517
Yogi-Chaudhry,TN/MSME/iU/596138,UDYAM-TN-34-20-0879828,Engineering,Micro,Precision Tools,Thanjavur,Thanjavur Taluk,"203, Gala Nagar, Bally-613398",Tamanna Dhillon,+919339241636,2016-12-11,2017-02-08,33TMSFX4171X6ZL,TMSFX4171X,,False,1515847,3441042,9,4510870.0,0,1279086,State Bank of India,347851,9,active,False,0.11465082653580287,2.9758082444996097,INMAA4,0901
Ramaswamy-Ravi,TN/MSME/Je/832399,UDYAM-TN-02-23-0845329,Trading,Micro,Electronics,Salem,Salem Taluk,"02/080, Bhalla Marg, Bihar Sharif-223784",Neelima Behl,9759886213,2023-04-30,2023-07-20,33JQRAT9605N1ZB,JQRAT9605N,39372795437,True,2221197,5279948,9,5120929.0,1335135,805602,Punjab National Bank,547644,2,active,False,0.09296712636179028,2.305481683974902,INMAA4,2709
Bhattacharyya Choudhary and Maharaj,TN/MSME/jh/338632,UDYAM-TN-01-21-0086703,Engineering,Micro,Machine Parts,Ranipet,Ranipet Taluk,"140, Panchal Zila, Katni-346392",Qabil Rege,04241550527,2014-03-16,2014-05-17,33OZFAV8096B1ZZ,OZFAV8096B,,False,1803002,3154870,9,3047096.0,0,396649,Federal Bank,264168,12,active,False,0.08487849419265524,1.690012545743155,INMAA4,7204
Parsa and Sons,TN/MSME/cg/066373,UDYAM-TN-05-22-0170342,Export Oriented Unit,Medium,Leather Goods,Tiruchirappalli,Tiruchirappalli Taluk,"H.No. 156, Ravel Path, Raurkela Industrial Township 631235",Finn Buch,09499378369,2016-07-24,2016-12-16,33HYRAI8509K1ZN,HYRAI8509K,49397528964,True,235834567,475336939,201,202930669.0,180048563,32909008,Union Bank of India,859421,9,active,False,0.11096177563810787,0.8604789008729157,INMAA4,2601
Murty Bajaj and Loke,TN/MSME/SQ/104696,UDYAM-TN-25-20-0809677,Manufacturing,Micro,Auto Parts,Madurai,Melur,"64/885, Dyal Road, Begusarai-502427",Mugdha Mitra,02050413044,2025-02-17,2025-08-03,33PPPFY3674H4Z9,PPPFY3674H,,False,418843,807497,7,403908.0,0,96702,Axis Bank,375699,1,active,False,0.012305701450972284,0.9643422475724794,INMAA4,8471
Prabhakar LLC,TN/MSME/Yo/187261,UDYAM-TN-25-20-0306025,Handicraft,Micro,General Products,Sivaganga,Sivaganga Taluk,"H.No. 57, Tak Marg, Ludhiana 484620",Aarini Raj,5035951045,2021-10-26,2022-02-01,33AIJPI1045Q6ZG,AIJPI1045Q,77797506196,True,546906,1186104,6,1031218.0,287789,224241,Indian Overseas Bank,534964,4,active,False,0.14890953001920848,1.885548887743049,INMAA4,8517
Basu Verma and Kalla,TN/MSME/La/028326,UDYAM-TN-22-23-0843136,Handloom,Micro,General Products,Dharmapuri,Dharmapuri Taluk,"873, Kamdar Marg, Danapur-291762",Ishwar Badami,05595967197,2012-09-24,2012-11-19,33GDEFI4402H6ZM,GDEFI4402H,,False,1227927,2816001,3,1549207.0,0,204598,Union Bank of India,857433,13,active,False,0.12353028602098128,1.2616442182637893,INMAA4,6403
Mistry Inc,TN/MSME/qQ/753063,UDYAM-TN-38-21-0714828,Agro-based Industry,Small,General Products,Perambalur,Perambalur Taluk,"H.No. 67, Anand Street, Aligarh 132747",Ranbir Balakrishnan,+918339538177,2015-01-01,2015-06-24,33MEKCK2645H4ZY,MEKCK2645H,14408744735,True,49160276,118695636,36,69440799.0,26361126,4367445,Bank of Baroda,224154,11,active,False,0.12469227130655415,1.4125388352172799,INMAA4,6110
Majumdar and Sons,TN/MSME/Qs/617727,UDYAM-TN-07-21-0689546,Service,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"11, Raja Road, Bahraich-324903",Vrinda Ganesh,8669541033,2020-04-02,2020-08-29,33UBZAP5598N1ZX,UBZAP5598N,,False,746523,1490836,9,1481512.0,0,73929,Indian Bank,134288,6,active,False,0.08448304383114896,1.9845497057692798,INMAA4,6403
Trivedi Bora and Guha,TN/MSME/pg/502023,UDYAM-TN-06-20-0871700,Engineering,Micro,Machine Parts,Sivaganga,Sivaganga Taluk,"H.No. 25, Hayer, Gandhinagar 426658",Vasatika Seth,3123549700,2019-09-18,2020-02-29,33NNPCS2346W2ZW,NNPCS2346W,,False,1185227,2857599,8,902400.0,0,38354,Union Bank of India,130412,6,active,False,0.06829989528388156,0.7613731378039819,INMAA4,8517
Sood PLC,TN/MSME/IO/693336,UDYAM-TN-15-23-0660352,Textile,Micro,Hosiery,Tiruppur,Udumalaipettai,"507, Raval Road, Hapur 473696",Lakshit Devi,00588403724,2015-01-02,2015-03-27,33BBSFA8661X2Z7,BBSFA8661X,40224127053,True,1997701,3916928,3,2651896.0,604395,343792,HDFC Bank,491920,11,active,False,0.09211604060578797,1.327473931284011,INITP6,8517
Lal Ltd,TN/MSME/QB/262934,UDYAM-TN-26-20-0364826,Engineering,Small,Machine Parts,Namakkal,Namakkal Taluk,"97/00, Upadhyay, Kollam-426473",Balendra Butala,3374257228,2025-12-23,2026-04-27,33TVBFD7531D4Z5,TVBFD7531D,,False,16309962,24921253,31,32496409.0,0,4463647,Axis Bank,618405,0,active,False,0.10103832934721002,1.9924270209826362,INMAA4,2601
Oza Ltd,TN/MSME/gl/520304,UDYAM-TN-04-22-0998079,Handloom,Micro,General Products,Dindigul,Dindigul Taluk,"07/52, Bahl Circle, Panchkula-727833",Ekanta Agarwal,+912078414002,2023-04-03,2023-05-26,33DJDFM4131U2Z9,DJDFM4131U,11579130388,True,1100646,1326060,5,936365.0,182005,229001,HDFC Bank,405528,3,struck_off,False,0.07581570295960055,0.8507412919321925,INMAA4,5201
Andra-Palla,TN/MSME/pH/108030,UDYAM-TN-24-20-0796923,Engineering,Micro,Forgings,Virudhunagar,Virudhunagar Taluk,"938, Natarajan Marg, Shivpuri-078656",Unnati Viswanathan,05216339171,2025-02-26,2025-08-03,33UFAPH5147Y6Z9,UFAPH5147Y,,False,446745,928546,10,350925.0,0,57518,ICICI Bank,106366,1,struck_off,False,0.015362465831624744,0.7855152268072391,INMAA4,7204
Subramaniam LLC,TN/MSME/Ft/145792,UDYAM-TN-37-22-0558137,Manufacturing,Micro,Metal Fabrication,Vellore,Vellore Taluk,"H.No. 075, Cherian Marg, Jalandhar 848828",Geetika Memon,+916384464667,2019-12-12,2020-05-14,33WDVAG8537U6ZK,WDVAG8537U,,False,464833,660819,4,1177805.0,0,190369,State Bank of India,822485,6,active,False,0.10560806426327828,2.5338239754922736,INMAA4,2709
Raman Rastogi and Kakar,TN/MSME/NC/067871,UDYAM-TN-06-23-0540660,Food Processing,Micro,Rice Mill,Dharmapuri,Dharmapuri Taluk,"66/094, Uppal Street, Guntur-612762",Advik Kata,+915112865950,2012-06-03,2012-10-01,33ZWDPE2787V6Z5,ZWDPE2787V,55587191986,True,1826359,3072015,5,3779708.0,803383,553399,Indian Bank,782372,13,active,False,0.13033616443068005,2.0695317842768044,INMAA4,7204
Raj Group,TN/MSME/zg/486246,UDYAM-TN-29-23-0000709,Handloom,Small,General Products,Madurai,Thirumangalam,"50, Dutt Ganj, Firozabad-614094",Vedant Sant,5002752743,2023-08-21,2024-02-01,33FLFAI3251P4ZD,FLFAI3251P,80094394336,True,38364618,95663751,40,20743878.0,7858400,5659389,Canara Bank,643557,2,dormant,False,0.04527982565646333,0.5407033637087172,INMAA4,7204
Dhar Oza and Suri,TN/MSME/Gs/644778,UDYAM-TN-01-22-0856801,Handloom,Micro,General Products,Thoothukudi,Thoothukudi Taluk,"699, Pandya Ganj, Hyderabad 932645",Vyanjana Kadakia,1725266286,2023-05-12,2023-10-02,33BQSCY2670P1ZI,BQSCY2670P,,False,1659625,1959835,9,3651103.0,0,942357,State Bank of India,888455,2,active,False,0.07165503621566478,2.199956616705581,INTUT1,8517
Chaudry and Sons,TN/MSME/JQ/578247,UDYAM-TN-27-23-0901737,Handicraft,Micro,General Products,Sivaganga,Sivaganga Taluk,"81/26, Nigam Street, Salem 890318",Jagvi Brahmbhatt,3710299250,2018-09-11,2018-10-17,33DUTFE6605T2Z2,DUTFE6605T,,False,1641665,2176629,4,3398575.0,0,914141,Canara Bank,660598,7,active,False,0.01847358337369625,2.0702000712691078,INMAA4,0803
Kadakia-Sidhu,TN/MSME/FI/598129,UDYAM-TN-19-20-0821876,Engineering,Small,Castings,Sivaganga,Sivaganga Taluk,"57, Natarajan Zila, Karawal Nagar 968072",Zashil Bhattacharyya,6459360350,2014-12-24,2015-01-31,33QGPFX6768V4ZN,QGPFX6768V,,False,19128662,44892460,43,18585719.0,0,5322976,Union Bank of India,765685,11,active,False,0.016911549390571278,0.9716162583666332,INMAA4,5201
Deshpande Inc,TN/MSME/aW/098932,UDYAM-TN-33-22-0659105,Food Processing,Medium,Rice Mill,Perambalur,Perambalur Taluk,"99/44, Sundaram Ganj, Ghaziabad-299145",Rohan Borde,5743535559,2021-07-06,2021-11-13,33KVKCR6797A1ZA,KVKCR6797A,92097969792,True,134952481,220696274,61,378737150.0,145663822,45707220,Union Bank of India,586641,4,active,False,0.08064830372040761,2.806448219355078,INMAA4,8471
Karan-Dhar,TN/MSME/QW/073463,UDYAM-TN-20-21-0125246,Agro-based Industry,Micro,General Products,Thoothukudi,Thoothukudi Taluk,"H.No. 35, Oak Road, Kulti 842847",Vansha Bhattacharyya,7086354524,2022-01-10,2022-04-25,33NKQCU6067H1ZP,NKQCU6067H,12073302031,True,952272,1954299,7,752262.0,213408,36973,State Bank of India,147530,4,struck_off,False,0.07845080440926123,0.7899654720500026,INTUT1,2601
Subramaniam Dhillon and Venkataraman,TN/MSME/ts/316076,UDYAM-TN-24-21-0267509,Textile,Small,Woven Fabric,Thoothukudi,Thoothukudi Taluk,"H.No. 374, Seth Marg, Delhi 971321",Falguni Dutt,08749900217,2016-07-12,2016-12-15,33UAUPI5296P6Z6,UAUPI5296P,,False,20536479,44358659,42,54388799.0,0,14591455,Canara Bank,778887,9,active,False,0.0173000405301203,2.648399416472512,INTUT1,0803
Kalla Ltd,TN/MSME/ea/116255,UDYAM-TN-37-22-0125201,Manufacturing,Micro,Auto Parts,Tiruppur,Tiruppur North,"28/52, Setty Chowk, Cuttack 696386",Arunima Prabhakar,00189139771,2024-09-21,2024-11-15,33JDYFB5974K2Z0,JDYFB5974K,,False,2078724,3644130,6,2449038.0,0,662666,Indian Bank,616487,1,active,False,0.1206507029188135,1.1781448619441541,INITP6,6204
Chaudry Goswami and Kothari,TN/MSME/zJ/162661,UDYAM-TN-10-20-0977690,Chemical,Small,Cleaning Agents,Sivaganga,Sivaganga Taluk,"96, Wali Street, Mumbai 778863",Wazir Wadhwa,5557019549,2018-11-13,2019-03-28,33CLJFJ5364S6ZM,CLJFJ5364S,,False,23350574,37712441,45,56069527.0,0,3919221,Bank of Baroda,183398,7,active,False,0.12593610103442607,2.4012055121214577,INMAA4,8542
Ghose-Jaggi,TN/MSME/Yn/587597,UDYAM-TN-09-23-0078466,Manufacturing,Small,Metal Fabrication,Chennai,Sholinganallur,"684, Deep Ganj, Pallavaram-343472",Anya Ramaswamy,5311992225,2014-05-28,2014-08-12,33FZKPB9120H6ZX,FZKPB9120H,,False,23136689,43678451,16,45161117.0,0,843829,ICICI Bank,757430,11,active,False,0.019606242966024277,1.9519265267385493,INNSA1,2709
Raj PLC,TN/MSME/oK/676865,UDYAM-TN-06-21-0846827,Engineering,Micro,Castings,Thoothukudi,Thoothukudi Taluk,"80/506, Jhaveri Street, Alappuzha 548333",Anvi Boase,8830295047,2015-03-16,2015-08-04,33BFUCS1143D4ZN,BFUCS1143D,,False,1240665,2517411,8,1442297.0,0,357568,Indian Bank,410494,11,active,False,0.006049471216299507,1.1625192940882512,INTUT1,7204
Patla-Konda,TN/MSME/lx/854241,UDYAM-TN-09-21-0863685,Trading,Medium,Electronics,Thanjavur,Thanjavur Taluk,"58/094, Chandran Street, Varanasi-457233",Advika Kari,9511768268,2015-06-16,2015-07-10,33RGZPA9855D6ZG,RGZPA9855D,75637245146,True,156366062,317333647,86,125660949.0,14890917,35344965,Bank of Baroda,714954,10,active,False,0.0879178128303818,0.8036331374771081,INMAA4,8542
Mallick Pall and Thakur,TN/MSME/JH/607660,UDYAM-TN-14-21-0288340,Trading,Medium,Electronics,Madurai,Madurai North,"03, Kunda Marg, Jhansi 345762",Qushi Upadhyay,+911446874263,2020-04-25,2020-08-30,33CWVCD0415X6Z5,CWVCD0415X,55858482830,True,169032689,393023939,58,246250809.0,56144988,2559736,Indian Overseas Bank,308671,5,active,False,0.03686771688678681,1.4568235910865739,INMAA4,2709
Sunder-Balakrishnan,TN/MSME/hO/709581,UDYAM-TN-33-22-0407248,Food Processing,Micro,Pickles,Kancheepuram,Kancheepuram Taluk,"H.No. 292, Shere Zila, Amaravati 626787",Kashish Wable,+914606137967,2013-09-09,2014-01-17,33DFXAQ2950M4Z4,DFXAQ2950M,,False,1273465,1790050,8,1732021.0,0,13542,Axis Bank,003429,12,active,False,0.004395519080495202,1.3600852791399842,INMAA4,2601
Maharaj Kibe and Ahluwalia,TN/MSME/fM/745863,UDYAM-TN-21-22-0958378,Chemical,Small,Cleaning Agents,Thoothukudi,Thoothukudi Taluk,"03, Borah Chowk, Guntakal 308866",Bhanumati Nagy,+910670935778,2021-09-06,2021-11-28,33CRGCZ9092Z6ZW,CRGCZ9092Z,,False,18120401,34199425,22,17037723.0,0,3595570,Axis Bank,423310,4,active,False,0.08514770481393466,0.9402508807614136,INTUT1,8471
Bava Inc,TN/MSME/tF/547760,UDYAM-TN-34-22-0076055,Chemical,Micro,Cleaning Agents,Dharmapuri,Dharmapuri Taluk,"630, Dara Zila, Madanapalle 240589",Edhitha Luthra,00544031543,2012-03-19,2012-04-04,33BPAPP0921W2ZU,BPAPP0921W,71207636992,True,259231,487101,3,509783.0,191253,51471,Indian Bank,933573,14,active,False,0.14637910070736393,1.9665202078455124,INMAA4,0803
Doctor Group,TN/MSME/RQ/796285,UDYAM-TN-37-20-0982189,Handloom,Micro,General Products,Virudhunagar,Virudhunagar Taluk,"52/677, Rastogi, Loni 023421",Laban Badami,5690719087,2012-04-03,2012-08-08,33FPEFJ7210W6ZC,FPEFJ7210W,91293359604,True,2457103,3677675,6,6886265.0,2687430,160739,Bank of Baroda,989259,14,active,False,0.04792780187117391,2.8025951700030483,INMAA4,6403
Ahluwalia Varghese and Aggarwal,TN/MSME/dT/652458,UDYAM-TN-15-21-0473210,Chemical,Micro,Dyes,Madurai,Melur,"H.No. 522, Saxena Circle, Rourkela-642737",Diya Zachariah,+910400272474,2012-03-24,2012-05-12,33JUSPB3798P6ZW,JUSPB3798P,,False,1146650,1273428,2,2949203.0,0,748297,Axis Bank,806632,14,active,False,0.047807536193498625,2.572016744429425,INMAA4,6110
Doctor Group,TN/MSME/QV/714798,UDYAM-TN-35-22-0692688,Service,Micro,General Products,Madurai,Melur,"42, Goyal Circle, Katihar-160598",Manya Deo,+914601748864,2017-05-05,2017-05-07,33IZXPW0918F1ZG,IZXPW0918F,,False,414582,589653,4,631491.0,0,45002,ICICI Bank,800643,8,active,False,0.08576547117866123,1.523199270590619,INMAA4,7204
Raja-Bera,TN/MSME/TR/594077,UDYAM-TN-25-21-0389044,Manufacturing,Micro,Rubber Products,Kancheepuram,Kancheepuram Taluk,"83/50, Kota, Rohtak-045277",Adya Khurana,04231440706,2020-08-29,2020-12-08,33VQMFD0120D4ZZ,VQMFD0120D,,False,467539,1088542,5,340294.0,0,37711,ICICI Bank,011555,5,active,False,0.03949439500243263,0.727840886000954,INMAA4,5201
Lata Sood and Chaudhary,TN/MSME/FO/797554,UDYAM-TN-03-21-0126125,Agro-based Industry,Micro,General Products,Thoothukudi,Thoothukudi Taluk,"33, Khare Marg, Belgaum-996645",Vasana Cherian,8624814045,2019-05-08,2019-07-23,33RVKPY5588N6ZP,RVKPY5588N,,False,505600,1225514,2,751832.0,0,101280,City Union Bank,915376,6,dormant,False,0.025074718116408067,1.487009493670886,INTUT1,8517
Kale-Sinha,TN/MSME/xU/367229,UDYAM-TN-38-23-0117985,Manufacturing,Micro,Metal Fabrication,Erode,Erode Taluk,"H.No. 56, Ranganathan Zila, Ramagundam 296536",Sanaya Palla,9140269893,2025-05-18,2025-09-18,33ZQVCI3780R6Z9,ZQVCI3780R,,False,1926171,3123601,5,3465606.0,0,154080,State Bank of India,323786,0,active,False,0.11375660817865094,1.799220318445247,INMAA4,6110
Pant Inc,TN/MSME/Hq/094780,UDYAM-TN-24-20-0354279,Agro-based Industry,Small,General Products,Tiruchirappalli,Tiruchirappalli Taluk,"11/080, Bhatnagar Nagar, Jamnagar-590399",Nicholas Rege,+913631474221,2019-07-17,2019-12-17,33ROMAF2166B6ZV,ROMAF2166B,,False,20225909,45024469,14,47821624.0,0,4347774,Punjab National Bank,658073,6,active,False,0.07374288200389754,2.3643745257629707,INMAA4,0803
Parsa Pingle and Hegde,TN/MSME/Kf/353972,UDYAM-TN-33-23-0142240,Service,Medium,General Products,Tiruchirappalli,Tiruchirappalli Taluk,"36/79, Walia Road, Noida-530359",Samaksh Tripathi,06796355853,2016-06-20,2016-09-02,33HKQFG4944Q4ZD,HKQFG4944Q,,False,168946599,366744993,91,112187708.0,0,17645540,City Union Bank,712560,9,active,False,0.026060603401918073,0.6640424173321181,INMAA4,8542
Seth PLC,TN/MSME/nn/396535,UDYAM-TN-06-22-0028784,Export Oriented Unit,Micro,Garments,Erode,Erode Taluk,"59, Sethi Ganj, Ludhiana 739505",Gaurav Roy,7355165790,2015-02-10,2015-04-13,33HVNCU9624O2Z4,HVNCU9624O,73331833006,True,1611522,2005315,10,3026977.0,2180898,519663,Punjab National Bank,575262,11,struck_off,False,0.12856667811574535,1.8783342703357446,INMAA4,6403
Tiwari Group,TN/MSME/NL/080598,UDYAM-TN-30-22-0710092,Agro-based Industry,Micro,General Products,Vellore,Vellore Taluk,"403, Wali Circle, Panihati 245266",Zansi Korpal,+915922549143,2019-10-06,2019-12-24,33XQPAA2697W4Z1,XQPAA2697W,,False,137320,244560,6,226234.0,0,42324,Bank of Baroda,097199,6,active,False,0.0011021359020997323,1.6474949024177103,INMAA4,6403
Bhatnagar-Bhat,TN/MSME/cB/589363,UDYAM-TN-32-22-0272029,Agro-based Industry,Micro,General Products,Ranipet,Ranipet Taluk,"H.No. 885, Bhatnagar Street, Khandwa-523161",Januja Warrior,+913599547135,2021-01-14,2021-02-28,33QWGFW9615H1ZZ,QWGFW9615H,,False,1510475,3565275,3,3478938.0,0,422272,Federal Bank,318583,5,active,False,0.08745355536200361,2.3032079312798954,INMAA4,8703
Ghosh Group,TN/MSME/ca/525465,UDYAM-TN-06-21-0372542,Handicraft,Small,General Products,Erode,Erode Taluk,"H.No. 16, Varma Ganj, Jodhpur 423093",Abhimanyu Varghese,04434776435,2020-07-19,2020-12-21,33XRNAF8810E4Z9,XRNAF8810E,,False,45336499,60523858,22,129993726.0,0,33984216,Indian Overseas Bank,791508,5,active,False,0.13302653245402551,2.8673084350867057,INMAA4,7108
Sami Ltd,TN/MSME/fI/521097,UDYAM-TN-12-20-0511266,Chemical,Micro,Dyes,Thoothukudi,Thoothukudi Taluk,"H.No. 73, Nigam Zila, Fatehpur-369236",Harish Nadig,4221619144,2023-10-18,2023-10-25,33XNWAM5481G4Z0,XNWAM5481G,,False,398700,597629,8,342108.0,0,101261,City Union Bank,406585,2,active,False,0.008702038233779547,0.858058690744921,INTUT1,5201
